ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
108	1225	DAY (NOT NIGHT)	yaawɨ́ɨni	 e g ; day;  referring both to the period of light during the 24 hour cycle of day and night;  and to the entirety of the cycle itself; season;  or period of time considerably longer than a day;  such as the season in which a particular insect or fruit is abundant;  <jimɨ́nati yaawɨ́ɨni> ‘horsefly season’; an occasion;  instance;  or time when some event takes place	day	day-1
109	1494	DIE	ajatáani	rest lying down; die;  euphemistic way of referring to the death of an individual	die	die-1
110	1494	DIE	iwarɨ́ɨni	die; sickness;  illness (general term); be sick or ill	die	die-2
111	1418	DIG				
112	1230	DIRTY	sapákatina	dirty;  said specifically of people;  when said dirt has accumulated because of a prolonged lack of bathing or lack of cleanly habits	dirty	dirty-1
113	1230	DIRTY	sukwarúuni	 e g ; dirty;  get something or someone dirty;  whether it be something solid;  like clothing or a person’s skin;  or a liquid;  when someone makes clear water turbid by stirring up sediment	dirty	dirty-2
114	1230	DIRTY	suúkwarana	 speaking either of objects or living beings; dirty	dirty	dirty-3
115	2009	DOG	mɨyaaraa	wild cat (plural); dog (plural)	dog (plural)	dogplural-1
116	1401	DRINK	awáraja	 e g ; remainder or small remaining portion of a larger quantity of something that is consumed or finished off in some way;  of food or drink;  of firewood;  or of a pile of things that needed to be carried from one place to another	 of food or drink	offoodordrink-1
117	1401	DRINK	imáani	 e g ;  e g ;  e g ; be lying or sitting down on a surface;  speaking of inanimate objects;  with no restriction on their physical structure or their orientation;  but positioned so that they are in their most stable position;  in the case of a paddle;  lying flat on a surface;  rather than standing leaned up against a wall; get caught on a fish hook or in a trap;  regardless of whether the trap mechanism is lasso-like;  like a <[sawúuna](LX002831)>;  or a crushing one;  like a <[taníiku](LX003245)>; fall over;  fall to the ground from an upright position;  a tree or a person;  be they standing still or in motion;  walking; eat soft foods such as honey;  manioc beer mash (<[sakɨ́ɨka](LX002740)>);  and certain fruits;  such as ‘aguaje’ (<[nɨsikati](LX002330)>);  uvilla (<[sawiti](sawiti)>);  and ripe plantains (<samúkwaati aákusana>);  which do not require significant chewing; swallow solid or liquid; finish off food or drink; beat someone in a game;  argument;  competition or fight; care for eggs;  sitting directly on them;  in the case of many bird species;  or guarding them;  as in the case of many fish species; have a malady to the degree that the sufferer is severely affected;  speaking of growths like tumors (<[pisaki](pisaki)>);  skin pustules (<[rapɨɨja](LX002596)>);  or fungal infections (<[iíwaaka](LX000756)>);  as well as illnesses such as influenza or malaria	finish off food or drink	finishofffoodordrink-1
118	1401	DRINK	iwárajáani	finish off the last piece of something;  typically the last portion of food or drink;  but also said of other consumables;  such as gasoline;  and of the last part of an activity or task that has a definite completion point	 typically the last portion of food or drink	typicallythelastportionoffoodordrink-1
119	1401	DRINK	raríini	 e g ; drink; take medicine;  a pill or a syrup	drink	drink-1
120	1401	DRINK	raatisana	drink or beverage	drink or beverage	drinkorbeverage-1
121	1401	DRINK	raatisami	drink (plural)	drink (plural)	drinkplural-1
122	1401	DRINK	sanitɨ́ɨni	 e g ;  specifically;  specifically;  in a fight; let or make try;  let someone try a food or drink; let or make measure;  let someone measure the length or weight of something; make someone prove themselves; make something drip; bleed a game animal by cutting its neck and suspending it head down; distill alcohol using a still  When the profitability of wild rubber extraction declined in the 1920s;  the ‘patrones’ who dominated the Iquito people shifted to cultivating sugarcane and manufacturing sugar-based products;  of which distilled sugarcane-based alcohol was one	 let someone try a food or drink	letsomeonetryafoodordrink-1
123	1401	DRINK	túuni	make holes in the trunk of a palm in order to facilitate the laying of eggs by palm weevils;  so that their grubs;  especially <[aniita marajákwaa](LX000404)> and <[muusajákwaa](LX002061)>;  will grow in that trunk in great numbers;  for later harvesting and consumption; said of people or animals;  to be full with food or drink	 to be full with food or drink	tobefullwithfoodordrink-1
124	1398	DRY	jawana	 e g ; dry;  dry firewood;  a washed shirt that has dried;  or the interior of a vessel formerly filled with liquid that is now dry due to the evaporation of its previous contents	dry	dry-1
125	1398	DRY	turúuni	dry;  to be in the process of drying	dry	dry-2
126	1398	DRY	turuutáani	dry;  for something to be in the process of drying;  said of things that take a long time to dry	dry	dry-3
127	1398	DRY	waaríina	 dry; ‘fariña’;  a dry;  coarse meal made from manioc;  which can remain edible for years;  and is principally eaten during long trips away from gardens where manioc is available  Introduced to Iquito people in the early 20th century by rubber tappers;  it is prepared by first soaking whole manioc tubers submerged in the river for 2-3 days;  until they begin to decompose slightly  The tubers are then recovered;  washed;  and left to decompose on land for a few more days;  until they begin to soften  Once softened;  the tubers are mashed and the inedible fibers are removed  Finally;  the mash is stirred continuously and vigorously for several hours while simultaneously being toasted in a very large flat pan;  until a hard;  granular meal results	 dry	dry-4
128	1398	DRY	waaríina	 dry; ‘fariña’;  a dry;  coarse meal made from manioc;  which can remain edible for years;  and is principally eaten during long trips away from gardens where manioc is available  Introduced to Iquito people in the early 20th century by rubber tappers;  it is prepared by first soaking whole manioc tubers submerged in the river for 2-3 days;  until they begin to decompose slightly  The tubers are then recovered;  washed;  and left to decompose on land for a few more days;  until they begin to soften  Once softened;  the tubers are mashed and the inedible fibers are removed  Finally;  the mash is stirred continuously and vigorously for several hours while simultaneously being toasted in a very large flat pan;  until a hard;  granular meal results	 a dry	adry-1
129	2	DUST	pukitika	 e g ; dust or fine powder;  ashes;  the fine residue in ‘fariña’ (manioc meal);  or dandruff; very fine and soft down;  found near the skin of tinamous (e g ;  <[ráana](LX002581)>);  finer and softer than the down (<[janɨɨwɨ](LX001177)>) found on most birds	dust or fine powder	dustorfinepowder-1
130	1247	EAR	túuku	ear;  speaking of either the exterior ear and ear canal as a whole or only the exterior part of the ear; handle;  speaking of loop-like handles;  such as those found on baskets;  pots;  and cups	ear	ear-1
131	1228	EARTH (SOIL)	níiya	soil or earth;  speaking of the substance of which the ground is consituted; ground;  speaking of the surface of the land;  regardless of what precise substance it is constituted of; land or territory;  the region of the world to which a person or group belongs or to which they can lay a claim; Earth or world	soil or earth	soilorearth-1
132	1336	EAT	asáani	 e g ;  spiders;  or wasps; bite or sting;  speaking of snakes or arthropods such as ants; cut superficially;  for something to give a superficial cut or puncture without significantly breaking the skin;  razor grass (<[ariyuuka](ariyuuka)>) cutting the skin when one brushes against it; eat	eat	eat-1
133	744	EGG	naaki	 fish; egg;  be it of a bird;  amphibian;  reptile;  or insect	egg	egg-1
134	1248	EYE	namija	eye; vision or sight;  the visual sense; gaze;  the direction of vision; ‘coco’;  or eye-like opening in the weave of a woven item like a net bag or a basket; base of a basket or ceramic vessel;  the use of this term probably originated with baskets;  since the base of basket often has an eye-like hole in the center;  and was subsequently was extended to ceramic vessels	eye	eye-1
135	1248	EYE	naamiya	face; eye (plural)	eye (plural)	eyeplural-1
136	1280	FALL	itɨ́ɨni	 e g ;  e g ;  e g ;  e g ;  speaking of; fall;  fall through the air;  with no entailment that the subject of the verb hits the ground (or similar surface); fall to the ground (or similar surface); burn;  experience damage due to heat;  either due to flames;  a house that burns down;  or a hot substance;  skin that is injured by contact with hot water;  this term applies whether the damage is partial and relatively superficial;  or whether the object is entirely consumed; transform one’s physical shape or form;  said either of individuals with magical powers;  such as shamans;  who had the power to transform into animals;  or of certain animal species that Iquitos traditionally believed to transform from one species into another at certain points in their life cycle;  <[páasi](LX002424)> (‘huasaco’);  a species of carnivorous fish;  that was believed to transform into <[sajina](sajina)> (‘jergón’);  a species of highly venomous snake;  and <[muusaníkwaa](LX002065)> (a species of ‘isula’ ant) that was believed to transform into <[núriyɨ](LX002367)> (‘tamshi’ lianas); carry multiple loads from one place to another;  loads of firewood	fall	fall-1
137	1280	FALL	rapɨ́ɨni	 e g ; fall or break apart into tiny pieces;  shatter;  a piece of aging cloth that falls into tiny pieces;  or a dropped mirror that shatters into tiny pieces; have small pustules (<[rapɨɨja](LX002596)>) on the body	fall or break apart into tiny pieces	fallorbreakapartintotinypieces-1
138	1406	FAR	síipa	far	far	far-1
139	1406	FAR	tɨɨrika	 e g ;  said; distant;  outside of the realm of common experience of the speaker and interlocutors;  of the mythical place from which ‘pijuayo’ palms were brought;  or the places from which foreign visitors come	distant	distant-1
140	323	FAT (ORGANIC SUBSTANCE)	wíira	animal or human body fat;  whether still attached to the body;  or rendered as the result of cooking; any edible fat;  oil;  or grease	 or grease	orgrease-1
141	1217	FATHER	akɨ	father	father	father-1
142	1217	FATHER	sájiri	 male or female ego; referential term for grandmother;  father or mother’s mother	 father or mother’s mother	fatherormothersmother-1
143	1217	FATHER	siiríija	 male or female ego;  father or mother’s mother; vocative term for grandmother	 father or mother’s mother	fatherormothersmother-2
144	1419	FEAR (BE AFRAID)	kɨɨ́raka	fear	fear	fear-1
145	1419	FEAR (BE AFRAID)	kɨɨrɨ́ɨni	 e g ;  e g ; fear;  be afraid of some entity;  a jaguar;  or of some state of affairs;  walking in the forest	fear	fear-2
146	1201	FEATHER	kajasi	 e g ;  as; hair or fur on any part of the body; bristles or stiff hairs;  on the backs of peccaries; feather	feather	feather-1
147	1201	FEATHER	kajatáani	 bristles; pluck or pull out hairs;  or feathers	 or feathers	orfeathers-1
148	1201	FEATHER	kajatɨ́ɨni	 bristles;  or feathers; lose hair;  generally by their falling out naturally	 or feathers	orfeathers-2
149	1201	FEATHER	kajɨ́ɨni	 bristles;  or feathers; grow new hairs;  typically after having lost them for some reason	 or feathers	orfeathers-3
150	1201	FEATHER	ririíkɨɨtáani	 e g ;  e g ;  dogs;  speaking of;  or feathers; have raised hackles;  hair;  fur;  peccaries;  porcupines;  or cats; be ruffled;  for something with roughly hair-like or feather-like qualities to be ruffled or raised;  as opposed to lying down flat;  the thatch of a newly built roof;  in contrast to the same roof some months later	 or feathers	orfeathers-4
151	1201	FEATHER	kumɨ́ɨni	grow;  animals;  said of humans;  and plants;  or their parts such as hair;  feathers;  or leaves	 feathers	feathers-1
152	1201	FEATHER	riríkɨtina	 e g ;  feathers; fluffed up or raised;  speaking of hair;  or materials with similar properties;  when animals such as peccaries or dogs raise their hackles;  or certain species;  such as <[kurɨ́ɨsi](LX001646)> (‘huapo’;  or Monk Saki Monkey);  whose fur typically has this property	 feathers	feathers-2
153	1242	FEW	jɨɨ́timijaarika	a few;  a small but indefinite number of inanimate referents; what size (plural inanimate)	a few	afew-1
154	1242	FEW	jɨɨ́tipɨjaarika	a few; what size (plural animate);  a small but indefinite number of animate referents	a few	afew-2
155	1423	FIGHT	imáani	 e g ;  e g ;  e g ; be lying or sitting down on a surface;  speaking of inanimate objects;  with no restriction on their physical structure or their orientation;  but positioned so that they are in their most stable position;  in the case of a paddle;  lying flat on a surface;  rather than standing leaned up against a wall; get caught on a fish hook or in a trap;  regardless of whether the trap mechanism is lasso-like;  like a <[sawúuna](LX002831)>;  or a crushing one;  like a <[taníiku](LX003245)>; fall over;  fall to the ground from an upright position;  a tree or a person;  be they standing still or in motion;  walking; eat soft foods such as honey;  manioc beer mash (<[sakɨ́ɨka](LX002740)>);  and certain fruits;  such as ‘aguaje’ (<[nɨsikati](LX002330)>);  uvilla (<[sawiti](sawiti)>);  and ripe plantains (<samúkwaati aákusana>);  which do not require significant chewing; swallow solid or liquid; finish off food or drink; beat someone in a game;  argument;  competition or fight; care for eggs;  sitting directly on them;  in the case of many bird species;  or guarding them;  as in the case of many fish species; have a malady to the degree that the sufferer is severely affected;  speaking of growths like tumors (<[pisaki](pisaki)>);  skin pustules (<[rapɨɨja](LX002596)>);  or fungal infections (<[iíwaaka](LX000756)>);  as well as illnesses such as influenza or malaria	 competition or fight	competitionorfight-1
156	1423	FIGHT	ipɨráani	 e g ; occur;  speaking of a solar eclipse; strike a blow;  or carry out an attacking action;  in the manner appropriate to implement used or the entity carrying out the action;  for people;  to hit with a fist or strike a blow with a spear;  for biting animals;  to deliver a bite; fight	fight	fight-1
157	1423	FIGHT	ipurúuni	 e g ; fight;  this term applies both to fighting with weapons;  such as spears;  or without;  wrestling or fisticuffs	fight	fight-2
158	1423	FIGHT	paríini	 e g ;  e g ;  heat;  match; be able to;  have the capacity to perform some action; be equal to;  speaking of some quality of another entity;  or an activity;  and normally used in the context of a contest or fight;  in which case equaling the individual in question corresponds to defeating them; do frequently or habitually; for something to penetrate the body;  cold;  a sensation;  or a substance like poison or a fungus; power;  speaking of power that springs from a person’s ability;  talent;  or knowledge;  the power of a shaman;  due to his esoteric knowledge	 and normally used in the context of a contest or fight	andnormallyusedinthecontextofacontestorfight-1
159	221	FIRE	ijakɨ́ɨni	 e g ;  e g ; burst or break open;  speaking of;  speaking of;  a palm pod that bursts open as the fruits it contains ripen;  a fruit that is squeezed to the point that its skin ruptures;  a container containing a gas under pressure;  or an egg;  at the point when the young inside hatches; split or crack;  a plank that splits while drying;  or a ceramic dish that develops a crack; open or bloom;  speaking of a flower; discharge;  fire;  or go off;  speaking of a shotgun cartridge or a similar form of ammunition or explosive	 fire	fire-1
160	221	FIRE	riimuutɨ́ɨni	go off or fire;  speaking of a trap;  typically because an animal has triggered it	go off or fire	goofforfire-1
161	221	FIRE	riitɨ́ɨni	fire or go off;  speaking of a cocked gun;  snap or go off;  speaking of an armed trap	fire or go off	fireorgooff-1
162	221	FIRE	rikutɨ́ɨni	 e g ; break off;  speaking of a trap; fire or go off;  speaking of a bunch of palm fruits breaking away from its trunk; break at a structural fork;  speaking of an object that consists of two parts;  joined at an acute angle;  breaking as a result of a force that widens the angle;  a broken finger;  especially <[taníiku](LX003245)>;  or dead-fall traps	fire or go off	fireorgooff-2
163	221	FIRE	rimutɨ́ɨni	fire or go off;  speaking of <[sawúuna](LX002831)>;  or snare traps	fire or go off	fireorgooff-3
164	221	FIRE	rimusíini	fire or shoot a gun	fire or shoot a gun	fireorshootagun-1
165	227	FISH	aniáasi	 e g ;  e g ; slender tail of an animal;  a monkey;  lizard;  stingray;  or scorpion;  distinguished from the flat tails of birds;  fish;  and aquatic mammals (<[iíwaasi](LX000757)>); blunt tip or end of something slender;  a stick that does not come to point	 fish	fish-1
166	227	FISH	iitakaasi	 fish; homebody;  the characteristic of rarely leaving the home;  in traditional Iquito society this is a rather pejorative characterization;  as it indicates that the person is lazy or shiftless;  since being a homebody entails that the person does not leave the house to farm;  hunt;  or engage in other productive activities	 fish	fish-2
167	227	FISH	jikuriáaka	 fish; ‘uchiyacu’;  a traditional spicy stew made from a base of strongly fermented manioc beer;  in which was put considerable quantities of hot pepper;  and a variety of types of fish and meat;  it was common for single pot of <[jikuriáaka](LX001247)> to be kept going for weeks at a time;  continually replenishing the pot with meat;  and manioc beer	 fish	fish-3
168	227	FISH	kapíini	 e g ;  fish;  rice;  manioc;  or meat; cook or prepare food;  irrespective of the method employed; cook by boiling or steaming	 fish	fish-4
169	227	FISH	májaana	 fish; raw or uncooked;  speaking of meat;  or plant matter foods	 fish	fish-5
170	227	FISH	naaki	 fish; egg;  be it of a bird;  amphibian;  reptile;  or insect	 fish	fish-6
171	227	FISH	paápaaja	fish;  general term for fish of any species;  whether as a live animal or as food	fish	fish-7
172	227	FISH	turíini	 fish; smoke food;  typically for purposes of preservation;  be it meat;  or manioc	 fish	fish-8
173	227	FISH	kaníiru	‘canero’ or candiru;  species of slender fish some 5cm in length;  about which considerable modern folklore has accumulated across Amazonia;  centering on the supposed tendency of this fish to swim up the urethras of those unwise enough to urinate while submerged in water inhabited by this fish;  in the modern Iquito version of this folklore;  the fish;  once in the urethra;  begins to bite the surrounding flesh;  causing the person to bleed to death	 the fish	thefish-1
174	227	FISH	maratáani	gut an animal or fish;  cutting open its torso and removing its internal organs	gut an animal or fish	gutananimalorfish-1
175	227	FISH	másiku	raft; general term for racks;  typically made of four vertical supports and multiple parallel horizontal sticks on top;  typically used to smoke meat or fish;  or dry them in the sun;  when salted	 typically used to smoke meat or fish	typicallyusedtosmokemeatorfish-1
176	227	FISH	namíiku	eat only meat or fish;  without accompanying the consumption of the former with carbohydrates;  especially manioc;  but also alternatives such as plantains or rice;  this is considered ill-advised and potentially dangerous behavior;  as the consumption of meat without carbohydrates is believed to be harmful to the stomach	eat only meat or fish	eatonlymeatorfish-1
177	227	FISH	paápaaraja	fish (general term)	fish (general term)	fishgeneralterm-1
178	227	FISH	pakírasíini	start to spoil or go bad;  speaking of meat or fish;  when the outer layer becomes somewhat soft;  slimy;  and smelly  In such cases;  if the outer layer is washed or removed;  the rest of the food can still be eaten	 speaking of meat or fish	speakingofmeatorfish-1
179	493	FIVE				
180	2615	FLESH OR MEAT	naasíija	flesh or meat;  flesh of a living or deceased person;  the edible meat or flesh of a game animal;  or the edible flesh of a fruit or tuber	flesh or meat	fleshormeat-1
181	1574	FLOAT	ikatáani	set a dried ‘chacra’ plot alight;  start a fire in a cleared and dried ‘chacra’ plot;  either to burn the trees and undergrowth that were left to dry after they were cleared;  or simply to see if the plot is ready to burn; float	float	float-1
182	2003	FLOW	aatɨ́ɨni	 river; flow;  speaking of water in a creek;  or similar body of water	flow	flow-1
183	2003	FLOW	ɨ́ɨni	flow; name;  give a name to something or someone; call;  use a particular name or term in reference to someone or something; fly;  whether said of living creatures or mechanical devices;  said of air	flow	flow-2
184	2003	FLOW	sisíini	flow;  run; slither;  said of creatures that move over the ground without limbs;  especially snakes;  as said of fluids;  either over a surface;  or through a tube or aperture; point or indicate;  typically with a finger;  but also with one’s lips	flow	flow-3
185	239	FLOWER	ijatáani	 e g ; fall intermittently;  speaking of various light things falling over a period of time;  flowers or leaves from a tree; drizzle;  speaking of light rain in which drops fall intermittently	 flowers or leaves from a tree	flowersorleavesfromatree-1
186	239	FLOWER	iniisi	flower; wood chips that result from cutting wood;  especially with an axe	flower	flower-1
187	239	FLOWER	iniisíini	bloom;  blossom;  or flower;  for a plant to put forth flowers	 or flower	orflower-1
188	239	FLOWER	itiyɨki	 e g ; closed up;  speaking of things which close by means of shrinking the diameter of an opening;  a drawstring bag;  a flower;  or the foreskin of a penis	 a flower	aflower-1
189	1441	FLY (MOVE THROUGH AIR)	ɨ́ɨni	flow; name;  give a name to something or someone; call;  use a particular name or term in reference to someone or something; fly;  whether said of living creatures or mechanical devices;  said of air	fly	fly-1
190	1441	FLY (MOVE THROUGH AIR)	siaawíita	fly;  of pants	fly	fly-2
191	249	FOG	panakaja	dew; mist or falling damp;  condensation that falls from cooled air	mist or falling damp	mistorfallingdamp-1
192	1301	FOOT	tiitiwa	foot (plural)	foot (plural)	footplural-1
193	420	FOREST	táasa	 generally brown in color; ‘panero’;  type of large basket with a wide weave and large mouth;  mainly used to carry tubers (especially manioc) and fruits from the garden or forest; ‘bujurqui bocón’;  a ‘bujurqui’-type fish that reaches some 20cm in length;  with large scales and small white markings arranged in a hexagonal pattern that recalls the weave of <[táasa](LX003166)> baskets  It is capable of protruding its mouth several centimeters from its normal position and is noted for having very soft flesh	 mainly used to carry tubers (especially manioc) and fruits from the garden or forest	mainlyusedtocarrytubersespeciallymaniocandfruitsfromthegardenorforest-1
194	1500	FOUR	suwaramaajɨtáami	four;  speaking of inanimate entities such as plants or manufactured objects	four	four-1
195	1431	FREEZE				
196	1447	GIVE	miitɨ́ɨni	give	give	give-1
197	1035	GOOD	suwáani	 e g ;  speaking of people; good;  possessed of appealing;  worthy;  or admirable qualities; beautful or handsome; moral;  possessed of good social and moral characteristics;  generous;  polite;  obedient;  honest	good	good-1
198	1035	GOOD	suwami	good (plural inanimate)	good (plural inanimate)	goodpluralinanimate-1
199	1035	GOOD	suwapɨ	good (plural animate)	good (plural animate)	goodpluralanimate-1
200	606	GRASS				
201	1425	GREEN	anápuuja	 black; ‘paracuca’ or Trogon;  general term for a number of Trogon species found in Iquito territory  These are frugivorous birds known for nesting in termite nests;  generally measuring some 25cm in length;  with either yellow or red bellies and chests and collars and heads of a another color such as blue;  green;  or brown;  often with green backs;  and often with black faces  They tend to have distinctive white eyerings and long tails that are typically striped with white underneath	 green	green-1
202	1425	GREEN	nɨyana	 green; color term that encompasses yellow;  and blue	 green	green-2
203	1425	GREEN	saki namijana	 green; having light-colored eyes;  including eyes that are colored blue;  or yellow;  said both of humans and animals with eyes of these colors	 green	green-3
204	1334	GUTS				
205	1040	HAIR	kajasi	 e g ;  as; hair or fur on any part of the body; bristles or stiff hairs;  on the backs of peccaries; feather	hair or fur on any part of the body	hairorfuronanypartofthebody-1
206	1040	HAIR	ririíkɨɨtáani	 e g ;  e g ;  dogs;  speaking of;  or feathers; have raised hackles;  hair;  fur;  peccaries;  porcupines;  or cats; be ruffled;  for something with roughly hair-like or feather-like qualities to be ruffled or raised;  as opposed to lying down flat;  the thatch of a newly built roof;  in contrast to the same roof some months later	 hair	hair-1
207	1040	HAIR	riwasikútina	 e g ; zigzag;  sinuous;  sinusoidal;  or wavy in shape;  hair or bent wire	 hair or bent wire	hairorbentwire-1
208	1277	HAND	aparáani	begin to carry out some action or activity; touch;  typically with one’s fingers or hand	 typically with one’s fingers or hand	typicallywithonesfingersorhand-1
209	1277	HAND	awánaka	hand	hand	hand-1
210	1277	HAND	kurika	hand;  from the wrist to the fingertips	hand	hand-2
211	1211	HE	anuu	 her;  they;  them; he;  she;  it;  him;  focused form of the third person general number pronoun <[nuu](nuu)>	he	he-1
212	1211	HE	nu=	 his; her;  they; he;  she;  it;  third person general number pronoun;  its;  third person general number possessive pronoun	he	he-2
213	1211	HE	anuúrika	she or her alone;  he or his alone;  it alone;  third person general number exhaustive focus pronoun	 he or his alone	heorhisalone-1
214	1211	HE	nuúrika	she or her alone;  he or his alone;  it alone;  third person general number exhaustive focus pronoun; only;  exhaustive predicate focus	 he or his alone	heorhisalone-2
215	1256	HEAD	ánaka	head	head	head-1
216	1408	HEAR	tuujíini	hear or listen	hear or listen	hearorlisten-1
217	1408	HEAR	tuwaasíini	hear;  listen	hear	hear-1
218	1223	HEART	akánataaja	heart	heart	heart-1
219	1223	HEART	kuuraasuu	heart	heart	heart-2
220	1210	HEAVY	iinana	heavy	heavy	heavy-1
221	1210	HEAVY	jɨɨ́taaraatina	 e g ;  e g ;  etc ;  heavy; what type or quality;  interrogative that questions either a quality associated with a referent;  whether it is red;  short;  or its type within a superordinate category;  as used to inquire what species of snake has been killed;  after being informed that a snake has been killed; any kind;  whatever kind	 heavy	heavy-2
222	136	HERE	iikujiita	here; here;  closer above;  proximal locative demonstrative;  proximal locative demonstrative;  where the location of demonstrative reference is above the addressee but less far above the addressee than would be expected by virtue of some salient overall spatial frame of reference;  closer upriver;  where the location of demonstrative reference is upriver of the adressee but less far upriver from the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-1
223	136	HERE	iikujiita	here; here;  closer above;  proximal locative demonstrative;  proximal locative demonstrative;  where the location of demonstrative reference is above the addressee but less far above the addressee than would be expected by virtue of some salient overall spatial frame of reference;  closer upriver;  where the location of demonstrative reference is upriver of the adressee but less far upriver from the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-2
224	136	HERE	iikúura	 speaker-proximal locative demonstrative;  speaker-proximal locative demonstrative; here; here;  further up;  where the location of demonstrative reference is further above the addressee than would be expected by virtue of some salient overall spatial frame of reference;  further upriver;  where the location of demonstrative reference is further upriver of the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-3
225	136	HERE	iikúura	 speaker-proximal locative demonstrative;  speaker-proximal locative demonstrative; here; here;  further up;  where the location of demonstrative reference is further above the addressee than would be expected by virtue of some salient overall spatial frame of reference;  further upriver;  where the location of demonstrative reference is further upriver of the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-4
226	136	HERE	iimajiita	here; here;  proximal locative demonstrative;  proximal locative demonstrative;  closer downriver;  where the location of demonstrative reference is downriver of the addressee but less far downriver of the addressee than would be expected by virtue of some salient overall spatial frame of reference;  closer below;  where the location of demonstrative reference is below the addressee but less far below the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-5
227	136	HERE	iimajiita	here; here;  proximal locative demonstrative;  proximal locative demonstrative;  closer downriver;  where the location of demonstrative reference is downriver of the addressee but less far downriver of the addressee than would be expected by virtue of some salient overall spatial frame of reference;  closer below;  where the location of demonstrative reference is below the addressee but less far below the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-6
228	136	HERE	iimɨ́ɨra	 speaker-proximal locative demonstrative;  speaker-proximal locative demonstrative; here; here;  further down;  where the location of demonstrative reference is further below the addressee than would be expected by virtue of some salient overall spatial frame of reference;  further downriver;  where the location of demonstrative reference is further downriver of the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-7
229	136	HERE	iimɨ́ɨra	 speaker-proximal locative demonstrative;  speaker-proximal locative demonstrative; here; here;  further down;  where the location of demonstrative reference is further below the addressee than would be expected by virtue of some salient overall spatial frame of reference;  further downriver;  where the location of demonstrative reference is further downriver of the addressee than would be expected by virtue of some salient overall spatial frame of reference	here	here-8
230	136	HERE	iiti	 speaker-proximal locative demonstrative; here	here	here-9
231	136	HERE	iitíira	here;  proximal locative demonstrative;  further away;  where the location of demonstrative reference is further from the origo than would be expected by virtue of some salient overall spatial frame of reference	here	here-11
232	136	HERE	iitiírakuma	here;  along this path;  a speaker-distal spatial adverb that indicates a path along which some activity;  typically a motion;  is realized; up to here;  word accompanying gesture indicating up to what point on one’s body something reaches;  typically used to indicate up to what point water reached when standing or floating in it;  thus providing information about the height or depth of the water	here	here-12
233	136	HERE	kiniki	here; here;  near addressee;  near addressee;  addressee-proximal locative demonstrative;  addressee-proximal locative demonstrative;  where the location of demonstrative reference is both relatively proximal to the speaker (but still more proximal to the addressee) and located horizontally with respect to the speaker;  where the location of demonstrative reference is both relatively proximal to the speaker (but still more proximal to the addressee) and located prependicular to the direction of flow of the river with respect to the speaker	here	here-13
234	136	HERE	kiniki	here; here;  near addressee;  near addressee;  addressee-proximal locative demonstrative;  addressee-proximal locative demonstrative;  where the location of demonstrative reference is both relatively proximal to the speaker (but still more proximal to the addressee) and located horizontally with respect to the speaker;  where the location of demonstrative reference is both relatively proximal to the speaker (but still more proximal to the addressee) and located prependicular to the direction of flow of the river with respect to the speaker	here	here-14
235	1433	HIT	aamúuni	 e g ;  e g ;  e g ; kill; hit or strike a living being;  be it with a body part;  or with an instrument; hit an inanimate object with or without an implement;  hitting one’s hand against a table;  or hitting something with a stick;  including;  hitting a drum with a stick; pound or pulp certain plants in order that they be usable;  <[tatɨɨ](LX003277)> (‘cashapona’) palm trunks;  which must be pounded so that the exterior part splits up into laths that can be used for floors or walls;  or <[miríjaaja](LX001971)> (‘mishquipanga’) fruits;  which must be pounded to split them and remove their seeds;  or <[nuúruu](LX002381)> (‘barbasco’);  which must be pulped to release its fish-incapacitating fluid	hit or strike a living being	hitorstrikealivingbeing-1
236	1433	HIT	amaniikúuni	 e g ; hit or strike repeatedly with an appropriate instument;  strike a drum repeatedly with a drumstick;  strike a nail repeatedly with a hammer; applaud	hit or strike repeatedly with an appropriate instument	hitorstrikerepeatedlywithanappropriateinstument-1
237	1433	HIT	amaniikuutáani	 e g ; hit or strike an entity repeatedly against something else;  especially a hard surface such as the ground;  either in order to damage or alter it;  to break it open;  a fruit with a hard shell;  or;  in the case of a wounded animal;  to kill it; flap or flutter wings rapidly;  said of bird species with relatively fast wing flapping tempos;  such as hummingbirds	hit or strike an entity repeatedly against something else	hitorstrikeanentityrepeatedlyagainstsomethingelse-1
238	1433	HIT	kasirtɨ́ɨni	 e g ; hit;  in the sense of reaching and successfully striking a target with a range weapon;  shotgun or spear;  or with a blow	hit	hit-1
239	1448	HOLD	kasiráani	 e g ; grab;  grasp; grasp;  carry out the action of closing a hand around something in order to grasp it;  hold;  typically in one’s hand; catch;  capture;  or bring under one’s physical control;  typically said of living beings;  game animals;  in the case of a human hunter;  or prey;  in the case predatory animals or demonic beings;  also extended metaphorically to the acquisition of other entities;  such as money or sexual partners; infect;  afflict;  said of illnesses and maladies	 hold	hold-1
240	1239	HOW	jaátaaraa	how	how	how-1
